Theme,Subtheme,Keyword,Emotion
TECHNOLOGY & MODERN LIFE,Digital distraction,overwhelmed by info,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,internet fatigue,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,multitasking,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,pop-ups,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,digital overwhelm,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,information overload,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,binge-watching,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,scrolling endlessly,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,alerts,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,pings,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,constant connectivity,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,tech burnout,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,mindless scrolling,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,device dependence,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,distraction,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,checking phone repeatedly,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,online rabbit hole,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,endless feed,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,virtual noise,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,digital clutter,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,app notifications,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,Wi-Fi,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,mobile device,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,streaming,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,digital immersion,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,time sink,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,ads,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,advertisement,"annoyance, nervousness, anger, amusement, neutral"
JUSTICE & VALUES,Fairness,unfair,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,discrimination,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,equality,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,rights,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,protest,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,injustice,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,bias,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,prejudice,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,inequality,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,oppression,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,privilege,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,civil rights,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,unfair treatment,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,systemic injustice,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,marginalization,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,unfair rules,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,social justice,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,fairness,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,equity,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,human rights,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,underrepresented,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,favoritism,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,racism,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,sexism,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,ageism,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,classism,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,harassment,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,exclusion,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,unequal opportunity,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,standing up for justice,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,accountability,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,demanding fairness,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Fairness,unfair advantage,"anger, annoyance, nervousness, realization"
JUSTICE & VALUES,Ethics/moral dilemmas,right or wrong,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,integrity,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,conscience,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,moral,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,honesty,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,ethical,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,virtue,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,values,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,doing the right thing,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,ethical decision,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,moral conflict,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,responsibility,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,duty,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,justice,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,principles,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,moral choice,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,righteousness,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,ethical behavior,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,accountability,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,conscience-driven,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,moral compass,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,dilemma,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,ethical standards,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,principled,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,self-reflection on actions,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,moral responsibility,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,ethical judgment,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,fairness in actions,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Ethics/moral dilemmas,personal ethics,"disapproval, disgust, pride, nervousness, realization, confusion"
JUSTICE & VALUES,Boundaries vs exploitation,manipulation,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,taking advantage,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,toxic,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,exploit,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,boundaries,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,betrayal,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,deceit,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,control,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,emotional manipulation,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,overstepping,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,abusive behavior,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,unfair treatment,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,disrespecting limits,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,coercion,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,gaslighting,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,violation of trust,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,exploitation of power,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,boundary violation,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,personal limits,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,being used,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,predatory,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,unethical behavior,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,protecting oneself,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,asserting limits,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,toxic relationships,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,emotional abuse,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,safeguarding boundaries,"anger, disgust, fear, annoyance, neutral, disapproval"
JUSTICE & VALUES,Boundaries vs exploitation,unfair advantage,"anger, disgust, fear, annoyance, neutral, disapproval"
ACADEMIC,School,school,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,class,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,teacher,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,classmate,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,test,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,notes,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,high school,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,freshman,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,senior year,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,locker,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,graduation,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,prom,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,sophomore,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,classmates,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,lecture,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,notes,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,subject,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,curriculum,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,syllabus,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,recess,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,playground,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,homeroom,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,principal,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,report card,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,extracurricular,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,school trip,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,homework,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,classroom discussion,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,group project,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,exam prep,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,detention,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,school event,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,peer,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,academic year,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,school spirit,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,school club,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,School,student council,"nervousness, excitement, joy, neutral, pride, approval"
ACADEMIC,Assignments,homework,"nervousness, annoyance, pride, curiosity, neutral, fear"
ACADEMIC,Assignments,assignment,"nervousness, annoyance, pride, curiosity, neutral, fear"
ACADEMIC,Assignments,project,"nervousness, annoyance, pride, curiosity, neutral, fear"
ACADEMIC,Assignments,due date,"nervousness, annoyance, pride, curiosity, neutral, fear"
ACADEMIC,Assignments,studying,"nervousness, annoyance, pride, curiosity, neutral, fear"
ACADEMIC,Assignments,procrastinating,"nervousness, annoyance, pride, curiosity, neutral, fear"
